Frequency,Filter,Threshold,Frame Bitrate,FPS,Start Time,End Time,Avg Energy
1.5,edge,0.000800,3000,23.938,22966.124,23041.594,4.948793023255812
1.5,edge,0.001200,100,24.039,23051.597,23126.763,4.9454253333333345
1.5,edge,0.001200,400,23.974,23136.765,23212.145,4.919247666666668
1.5,edge,0.001200,700,23.948,23222.147,23297.595,4.942783720930236
1.5,edge,0.001200,1000,23.952,23307.597,23383.031,4.9392730897009995
1.5,edge,0.001200,1300,23.951,23393.033,23468.461,4.935810299003323
1.5,edge,0.001200,1600,23.973,23478.463,23553.846,4.954691999999996
1.5,edge,0.001200,1900,23.903,23563.849,23639.460,4.935381125827815
1.5,edge,0.001200,2100,23.918,23649.463,23724.996,4.952398338870434
1.5,edge,0.001200,2400,23.991,23734.999,23810.302,4.957771333333332
1.5,edge,0.001200,2700,23.936,23820.305,23895.795,4.934471096345517
1.5,edge,0.001200,3000,23.973,23905.798,23981.183,4.93790897009967
1.5,edge,0.001600,100,23.966,23991.187,24066.579,4.956693666666664
1.5,edge,0.001600,400,23.979,24076.582,24151.942,4.955724333333332
1.5,edge,0.001600,700,23.951,24161.945,24237.376,4.9441299003322285
1.5,edge,0.001600,1000,23.967,24247.379,24322.767,4.944760465116277
1.5,edge,0.001600,1300,23.980,24332.770,24408.117,4.972589333333338
1.5,edge,0.001600,1600,23.914,24418.120,24493.692,4.909999335548173
1.5,edge,0.001600,1900,23.992,24503.695,24579.000,4.927416611295676
1.5,edge,0.001600,2100,23.990,24589.002,24664.334,4.927973333333332
1.5,edge,0.001600,2400,23.941,24674.336,24749.796,4.942681727574749
1.5,edge,0.001600,2700,23.903,24759.799,24835.379,4.920028476821193
1.5,edge,0.001600,3000,23.923,24845.382,24920.901,4.93698504983389
1.5,edge,0.002000,100,24.004,24930.905,25006.170,4.953098333333333
1.5,edge,0.002000,400,23.931,25016.172,25091.691,4.929731893687714
1.5,edge,0.002000,700,23.956,25101.693,25177.120,4.950039534883721
1.5,edge,0.002000,1000,23.987,25187.122,25262.442,4.937106000000005
1.5,edge,0.002000,1300,23.956,25272.444,25347.876,4.945507973421924
1.5,edge,0.002000,1600,23.951,25357.879,25433.330,4.934945514950165
1.5,edge,0.002000,1900,23.994,25443.333,25518.646,4.953156000000001
1.5,edge,0.002000,2100,23.995,25528.648,25603.966,4.9690353333333315
1.5,edge,0.002000,2400,23.992,25613.971,25689.291,4.9441043189368745
1.5,edge,0.002000,2700,24.060,25699.294,25774.395,4.963216053511707
1.5,edge,0.002000,3000,23.944,25784.398,25859.855,4.95376411960133
1.5,edge,0.002400,100,23.962,25869.859,25945.275,4.9393093023255785
1.5,edge,0.002400,400,23.981,25955.277,26030.634,4.934990666666664
1.5,edge,0.002400,700,24.014,26040.637,26115.882,4.9422876666666635
1.5,edge,0.002400,1000,23.941,26125.885,26201.357,4.909896345514954
1.5,edge,0.002400,1300,23.951,26211.360,26286.795,4.956058139534886
1.5,edge,0.002400,1600,23.989,26296.798,26372.124,4.938393666666665
1.5,edge,0.002400,1900,23.937,26382.126,26457.602,4.9411780730897
1.5,edge,0.002400,2100,23.946,26467.605,26543.071,4.960896345514952
1.5,edge,0.002400,2400,24.011,26553.073,26628.318,4.95438233333333
1.5,edge,0.002400,2700,23.972,26638.320,26713.703,4.950363787375415
1.5,edge,0.002400,3000,23.985,26723.706,26799.037,4.940027333333333
1.5,edge,0.002800,100,24.010,26809.040,26884.301,4.959074000000001
1.5,edge,0.002800,400,23.930,26894.304,26969.800,4.953395348837211
1.5,edge,0.002800,700,23.916,26979.802,27055.364,4.952770529801317
1.5,edge,0.002800,1000,23.984,27065.367,27140.711,4.972127666666667
1.5,edge,0.002800,1300,23.938,27150.713,27226.210,4.931159468438538
1.5,edge,0.002800,1600,24.009,27236.212,27311.464,4.93271295681063
1.5,edge,0.002800,1900,23.981,27321.466,27396.803,4.950692666666667
1.5,edge,0.002800,2100,23.977,27406.805,27482.181,4.9433365448505
1.5,edge,0.002800,2400,24.034,27492.183,27567.362,4.973444999999998
1.5,edge,0.002800,2700,23.977,27577.365,27652.711,4.956977076411959
1.5,edge,0.002800,3000,23.999,27662.713,27738.017,4.948995333333333
1.5,edge,0.003200,100,23.941,27748.021,27823.502,4.955140199335549
1.5,edge,0.003200,400,24.008,27833.504,27908.782,4.946120333333334
1.5,edge,0.003200,700,23.997,27918.784,27994.083,4.920544666666667
1.5,edge,0.003200,1000,23.928,28004.085,28079.590,4.942789700996677
1.5,edge,0.003200,1300,23.989,28089.593,28164.913,4.950970431893688
1.5,edge,0.003200,1600,24.016,28174.916,28250.153,4.949415946843856
1.5,edge,0.003200,1900,23.940,28260.156,28335.629,4.954127666666669
1.5,edge,0.003200,2100,24.003,28345.631,28420.924,4.9501425249169415
1.5,edge,0.003200,2400,23.976,28430.927,28506.286,4.951649333333333
1.5,edge,0.003200,2700,23.990,28516.288,28591.598,4.9342109634551505
1.5,edge,0.003200,3000,23.958,28601.600,28677.014,4.938446
1.5,edge,0.003600,100,23.957,28687.018,28762.437,4.939134219269108
1.5,edge,0.003600,400,23.915,28772.440,28848.005,4.917581456953646
1.5,edge,0.003600,700,23.964,28858.008,28933.424,4.9459666666666715
1.5,edge,0.003600,1000,23.960,28943.427,29018.838,4.939873333333331
1.5,edge,0.003600,1300,24.017,29028.841,29104.081,4.978640666666667
1.5,edge,0.003600,1600,23.938,29114.084,29189.574,4.945649501661125
1.5,edge,0.003600,1900,23.978,29199.577,29274.932,4.957245182724255
1.5,edge,0.003600,2100,24.049,29284.935,29360.056,4.966908026755858
1.5,edge,0.003600,2400,23.989,29370.058,29445.385,4.942886333333333
1.5,edge,0.003600,2700,23.979,29455.388,29530.737,4.942468770764121
1.5,edge,0.003600,3000,24.007,29540.740,29615.997,4.950766333333331
1.5,edge,0.004000,100,23.956,29626.001,29701.432,4.969013953488372
1.5,edge,0.004000,400,23.983,29711.435,29786.763,4.956882333333331
1.5,edge,0.004000,700,24.038,29796.766,29871.951,4.951688333333334
1.5,edge,0.004000,1000,24.008,29881.953,29957.218,4.9485713333333345
1.5,edge,0.004000,1300,23.945,29967.221,30042.695,4.954415946843854
1.5,edge,0.004000,1600,24.007,30052.697,30127.974,4.920421666666665
1.5,edge,0.004000,1900,23.997,30137.977,30213.283,4.958115999999996
1.5,edge,0.004000,2100,23.990,30223.286,30298.605,4.970762333333331
1.5,edge,0.004000,2400,24.027,30308.607,30383.813,4.956658000000001
1.5,edge,0.004000,2700,23.911,30393.815,30469.385,4.956207308970101
1.5,edge,0.004000,3000,23.976,30479.387,30554.755,4.9456099667774085
1.8,pixel,0.000000,100,24.599,30564.773,30638.216,5.551273037542666
1.8,pixel,0.000000,400,24.523,30648.218,30721.903,5.631728571428574
1.8,pixel,0.000000,700,24.478,30731.905,30805.722,5.685631632653062
1.8,pixel,0.000000,1000,24.528,30815.724,30889.378,5.641759183673472
1.8,pixel,0.000000,1300,24.498,30899.380,30973.129,5.668513605442173
1.8,pixel,0.000000,1600,24.476,30983.131,31056.946,5.699600000000003
1.8,pixel,0.000000,1900,24.509,31066.948,31140.670,5.674841836734692
1.8,pixel,0.000000,2100,24.500,31150.672,31224.411,5.689728911564626
1.8,pixel,0.000000,2400,24.423,31234.413,31308.381,5.683790169491526
